SolverName,InstanceName,TerminationStatus,PrimalStatus,ObjBound,ObjValue,SolveTime,SolveTimeRaw,CompletedSolveTime,Error,RelativeGap,AbsoluteGap,SolvedInTime
BARON,Expr_07_softsign_2_2_5,LOCALLY_SOLVED,FEASIBLE_POINT,-9.06784188326,-9.06693509906675,0.09,0.3210000991821289,200.0,false,0.00010001000154317368,0.0009067841932495213,true
BARON,Expr_07_softsign_3_2_4,OPTIMAL,FEASIBLE_POINT,-14.9888708208,-14.98887082081145,0.11,0.3470001220703125,0.11,false,7.63808025755176e-13,-1.1448619829934614e-11,true
BARON,Expr_07_softsign_6_3_2,OPTIMAL,FEASIBLE_POINT,-15.8930995256,-15.89309952560467,0.1,0.3320000171661377,0.1,false,2.9384086617345673e-13,-4.6700421307832585e-12,true
BARON,Expr_08_sigmoid_2_3_2,LOCALLY_SOLVED,FEASIBLE_POINT,1.42795733563,1.4281001313643276,0.15,0.40599989891052246,200.0,false,0.0001000000005354695,0.0001427957343276276,true
BARON,Expr_08_sigmoid_3_2_5,LOCALLY_SOLVED,FEASIBLE_POINT,1.71895714853,1.7191290442421083,0.2,0.42799997329711914,200.0,false,9.999999840333732e-5,0.00017189571210840526,true
BARON,Expr_08_sigmoid_6_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,1.82881764003,1.8290005217960092,0.58,0.809999942779541,200.0,false,0.0001000000010970061,0.00018288176600922412,true
BARON,Expr_08_sigmoid_6_3_6,TIME_LIMIT,UNKNOWN_RESULT_STATUS,1.99727996675,2.2009691519298835,102.45,102.69000005722046,200.0,false,0.10198329156193817,0.20368918517988344,false
BARON,Expr_08_silu_2_3_2,LOCALLY_SOLVED,FEASIBLE_POINT,0.849656161848,0.8497561618478479,0.07,0.30900001525878906,200.0,false,0.00011769466795884666,9.999999984788843e-5,true
BARON,Expr_08_silu_3_2_5,LOCALLY_SOLVED,FEASIBLE_POINT,-1.01001163529,-1.0099106341276782,1.02,1.2579998970031738,200.0,false,0.00010000999980452923,0.00010100116232170109,true
BARON,Expr_08_silu_6_3_3,LOCALLY_SOLVED,FEASIBLE_POINT,0.666400094678,0.666500094678329,12.91,13.146999835968018,200.0,false,0.00015006000318379067,0.00010000000032905909,true
